id,region,lga,ward,pump_age,extraction_type,quantity,p_non_functional,predicted_status,population_est,priority_score,action,priority_tier
33231,Shinyanga,Bariadi,Mhunze,5.0,india mark ii,enough,0.0894,functional,300.0,26.8,5. Aucune action,P3
33163,Iringa,Ludewa,Nkomang'ombe,3.0,gravity,dry,0.8943,non functional,30.0,26.8,1. Étude hydrogéologique,P3
27604,Kigoma,Kasulu,Munyegera,12.0,gravity,insufficient,0.0839,functional,320.0,26.8,5. Aucune action,P3
56459,Morogoro,Kilosa,Magole,27.0,submersible,insufficient,0.0536,functional,500.0,26.8,5. Aucune action,P3
41299,Ruvuma,Mbinga,Litembo,19.0,gravity,dry,0.8925,non functional,30.0,26.8,1. Étude hydrogéologique,P3
51522,Kagera,Biharamulo,Kalenge,,nira/tanira,enough,0.1782,functional,150.0,26.7,5. Aucune action,P3
54938,Arusha,Meru,Ngarenanyuki,11.0,gravity,insufficient,0.2052,functional,130.0,26.7,5. Aucune action,P3
71663,Tabora,Nzega,Mambali,,nira/tanira,enough,0.1782,functional,150.0,26.7,5. Aucune action,P3
45596,Kagera,Ngara,Keza,,india mark ii,enough,0.178,functional,150.0,26.7,5. Aucune action,P3
67122,Kagera,Ngara,Keza,,india mark ii,enough,0.178,functional,150.0,26.7,5. Aucune action,P3
43727,Kagera,Biharamulo,Kalenge,,nira/tanira,enough,0.1782,functional,150.0,26.7,5. Aucune action,P3
32281,Morogoro,Kilombero,Mbingu,9.0,nira/tanira,insufficient,0.0346,functional,772.0,26.7,5. Aucune action,P3
67815,Lindi,Kilwa,Chumo,1.0,afridev,enough,0.0763,functional,350.0,26.7,5. Aucune action,P3
58190,Tabora,Nzega,Nzega Urban,,ksb,insufficient,0.1779,functional,150.0,26.7,5. Aucune action,P3
49562,Iringa,Ludewa,Ibumi,4.0,gravity,enough,0.254,functional,105.0,26.7,5. Aucune action,P3
43902,Arusha,Arusha Rural,Moshono,13.0,gravity,insufficient,0.0424,functional,630.0,26.7,5. Aucune action,P3
21544,Tabora,Nzega,Tongi,,india mark ii,enough,0.1782,functional,150.0,26.7,5. Aucune action,P3
56820,Manyara,Mbulu,Maghang,26.0,mono,enough,0.07,functional,381.0,26.7,5. Aucune action,P3
13624,Ruvuma,Songea Rural,Gumbiro,1.0,india mark ii,dry,0.2671,functional,100.0,26.7,1. Étude hydrogéologique,P3
32469,Kilimanjaro,Same,Maore,1.0,gravity,enough,0.2214,functional needs repair,120.0,26.6,5. Aucune action,P3
1271,Iringa,Kilolo,Ukwega,5.0,gravity,enough,0.1479,functional,180.0,26.6,5. Aucune action,P3
57312,Mwanza,Geita,Mtakuja,,gravity,insufficient,0.0664,functional,400.0,26.6,5. Aucune action,P3
44565,Kagera,Biharamulo,Runazi,,gravity,seasonal,0.1771,functional,150.0,26.6,5. Aucune action,P3
66574,Tabora,Nzega,Nzega Urban,,ksb,insufficient,0.1773,functional,150.0,26.6,5. Aucune action,P3
31745,Shinyanga,Maswa,Busilili,,nira/tanira,enough,0.0533,functional,500.0,26.6,5. Aucune action,P3
31814,Shinyanga,Shinyanga Rural,Itwangi,,nira/tanira,enough,0.053,functional,500.0,26.5,5. Aucune action,P3
54985,Kagera,Biharamulo,Kalenge,,gravity,seasonal,0.1764,functional,150.0,26.5,5. Aucune action,P3
43650,Shinyanga,Shinyanga Rural,Itwangi,,nira/tanira,seasonal,0.053,functional,500.0,26.5,5. Aucune action,P3
65591,Arusha,Arusha Rural,Olkokola,9.0,gravity,insufficient,0.1769,functional,150.0,26.5,5. Aucune action,P3
39524,Arusha,Meru,Leguruki,35.0,gravity,insufficient,0.1829,functional,145.0,26.5,5. Aucune action,P3
8610,Ruvuma,Songea Rural,Magagura,26.0,gravity,enough,0.053,functional needs repair,500.0,26.5,5. Aucune action,P3
18398,Arusha,Meru,Maroroni,45.0,gravity,enough,0.0698,functional,380.0,26.5,5. Aucune action,P3
38076,Mwanza,Kwimba,Mwagi,,nira/tanira,enough,0.0663,functional,400.0,26.5,5. Aucune action,P3
61442,Mara,Serengeti,Mugumu Urban,,other - rope pump,insufficient,0.053,functional,500.0,26.5,5. Aucune action,P3
8341,Iringa,Kilolo,Image,27.0,gravity,enough,0.204,functional,130.0,26.5,5. Aucune action,P3
62820,Dar es Salaam,Temeke,Kisarawe II,13.0,mono,enough,0.3781,functional,70.0,26.5,4. Inspection de contrôle,P3
33859,Ruvuma,Mbinga,Mbuji,18.0,gravity,dry,0.8841,non functional,30.0,26.5,1. Étude hydrogéologique,P3
37292,Kigoma,Kasulu,Nyakitonto,,gravity,enough,0.1321,functional,200.0,26.4,5. Aucune action,P3
1978,Tanga,Handeni,Segera,1.0,submersible,insufficient,0.0879,functional,300.0,26.4,5. Aucune action,P3
51044,Morogoro,Kilosa,Mabwerebwere,1.0,india mark ii,enough,0.0879,functional,300.0,26.4,5. Aucune action,P3
50594,Kilimanjaro,Same,Hedaru,3.0,gravity,insufficient,0.2203,functional,120.0,26.4,5. Aucune action,P3
16649,Dar es Salaam,Temeke,Kisarawe II,3.0,submersible,enough,0.2638,functional,100.0,26.4,5. Aucune action,P3
8813,Mwanza,Kwimba,Fukalo,,submersible,enough,0.066,functional,400.0,26.4,5. Aucune action,P3
13432,Shinyanga,Meatu,Mwabuma,,nira/tanira,insufficient,0.0527,functional,500.0,26.4,5. Aucune action,P3
25173,Shinyanga,Meatu,Mwabuma,,nira/tanira,insufficient,0.0527,functional,500.0,26.4,5. Aucune action,P3
29180,Shinyanga,Meatu,Mwabuma,,nira/tanira,insufficient,0.0527,functional,500.0,26.4,5. Aucune action,P3
59686,Shinyanga,Maswa,Nyabubinza,,gravity,seasonal,0.0527,functional needs repair,500.0,26.4,5. Aucune action,P3
29363,Kilimanjaro,Same,Hedaru,11.0,gravity,insufficient,0.3292,functional,80.0,26.3,5. Aucune action,P3
61499,Shinyanga,Kishapu,Uchunga,,nira/tanira,insufficient,0.0526,functional,500.0,26.3,5. Aucune action,P3
17853,Mwanza,Ukerewe,Bwisya,12.0,gravity,insufficient,0.0219,functional needs repair,1200.0,26.3,5. Aucune action,P3
8410,Dodoma,Kondoa,Soera,,mono,enough,0.1754,functional,150.0,26.3,5. Aucune action,P3
46816,Iringa,Mufindi,Luhunga,11.0,swn 80,enough,0.4875,non functional,54.0,26.3,4. Inspection de contrôle,P3
50553,Shinyanga,Kishapu,Uchunga,,nira/tanira,insufficient,0.0526,functional,500.0,26.3,5. Aucune action,P3
24668,Manyara,Babati,Bashinet,3.0,gravity,enough,0.1462,functional needs repair,180.0,26.3,5. Aucune action,P3
49925,Kigoma,Kigoma Rural,Mngonya,4.0,gravity,enough,0.0624,functional needs repair,420.0,26.2,5. Aucune action,P3
24910,Morogoro,Kilosa,Lumbiji,16.0,gravity,insufficient,0.0571,functional,459.0,26.2,5. Aucune action,P3
19328,Iringa,Mufindi,Luhunga,11.0,swn 80,enough,0.4857,non functional,54.0,26.2,4. Inspection de contrôle,P3
55271,Morogoro,Morogoro Urban,Kilakala,31.0,gravity,enough,0.0971,functional,270.0,26.2,5. Aucune action,P3
28913,Arusha,Arusha Urban,Baraa,13.0,gravity,enough,0.0075,functional,3500.0,26.2,5. Aucune action,P3
24730,Iringa,Iringa Rural,Kihorogota,24.0,gravity,enough,0.0476,functional,550.0,26.2,5. Aucune action,P3
40788,Tanga,Handeni,Mgambo,4.0,submersible,enough,0.4361,functional,60.0,26.2,4. Inspection de contrôle,P3
13241,Tabora,Urambo,Urambo,,nira/tanira,enough,0.1739,functional,150.0,26.1,5. Aucune action,P3
61089,Mwanza,Kwimba,Hungumalwa,,mono,enough,0.0652,functional,400.0,26.1,5. Aucune action,P3
53160,Morogoro,Kilosa,Dumila,1.0,swn 80,enough,0.1743,functional,150.0,26.1,5. Aucune action,P3
32859,Tanga,Kilindi,Kikunde,16.0,swn 80,insufficient,0.0869,functional,300.0,26.1,5. Aucune action,P3
59130,Kagera,Ngara,Bukiriro,,nira/tanira,enough,0.174,functional,150.0,26.1,5. Aucune action,P3
70820,Arusha,Arusha Rural,Oldonyosambu,13.0,gravity,enough,0.1738,functional,150.0,26.1,5. Aucune action,P3
10483,Morogoro,Morogoro Rural,Selambala,12.0,nira/tanira,enough,0.174,functional,150.0,26.1,5. Aucune action,P3
54972,Kigoma,Kasulu,Janda,7.0,gravity,enough,0.0502,functional needs repair,520.0,26.1,5. Aucune action,P3
40534,Manyara,Simanjiro,Msitu wa Tembo,36.0,gravity,insufficient,0.1732,functional,150.0,26.0,5. Aucune action,P3
52626,Singida,Iramba,Ilunda,18.0,nira/tanira,enough,0.1106,functional,235.0,26.0,5. Aucune action,P3
21527,Manyara,Simanjiro,Msitu wa Tembo,36.0,gravity,insufficient,0.173,functional,150.0,26.0,5. Aucune action,P3
68691,Iringa,Mufindi,Igowole,,swn 80,enough,0.4821,functional,54.0,26.0,4. Inspection de contrôle,P3
59875,Manyara,Babati,Bashinet,3.0,gravity,enough,0.1668,functional,156.0,26.0,5. Aucune action,P3
15420,Iringa,Njombe,Kidegembye,17.0,gravity,dry,0.8656,non functional,30.0,26.0,1. Étude hydrogéologique,P3
19192,Arusha,Meru,Ngarenanyuki,6.0,gravity,insufficient,0.2163,functional,120.0,26.0,5. Aucune action,P3
7712,Mbeya,Mbarali,Igurusi,,gravity,seasonal,0.1733,functional needs repair,150.0,26.0,5. Aucune action,P3
27893,Iringa,Mufindi,Igowole,,swn 80,enough,0.4821,functional,54.0,26.0,4. Inspection de contrôle,P3
26802,Rukwa,Mpanda,Mamba,2.0,gravity,enough,0.0648,functional,400.0,25.9,5. Aucune action,P3
66410,Kagera,Ngara,Kanazi,,gravity,enough,0.1729,functional,150.0,25.9,5. Aucune action,P3
68513,Manyara,Babati,Bashinet,3.0,gravity,enough,0.1668,functional,155.0,25.9,5. Aucune action,P3
894,Arusha,Meru,Akheri,31.0,gravity,enough,0.2912,functional needs repair,89.0,25.9,5. Aucune action,P3
20965,Morogoro,Morogoro Rural,Mkambalani,7.0,gravity,enough,0.0518,functional,500.0,25.9,5. Aucune action,P3
15001,Tanga,Muheza,Lusanga,4.0,gravity,insufficient,0.1729,functional,150.0,25.9,5. Aucune action,P3
50660,Pwani,Bagamoyo,Vigwaza,4.0,ksb,enough,0.1729,functional,150.0,25.9,5. Aucune action,P3
5937,Pwani,Mafia,Kiegeani,,india mark ii,enough,0.0863,functional,300.0,25.9,5. Aucune action,P3
21388,Kilimanjaro,Same,Suji,4.0,gravity,insufficient,0.0808,functional,320.0,25.9,5. Aucune action,P3
69715,Mbeya,Rungwe,Lufingo,,gravity,enough,0.1726,functional,150.0,25.9,5. Aucune action,P3
15087,Kilimanjaro,Moshi Rural,Okoani Kibosho,37.0,gravity,enough,0.1524,functional needs repair,170.0,25.9,5. Aucune action,P3
35699,Mbeya,Kyela,Kajunjumele,,nira/tanira,enough,0.1725,functional,150.0,25.9,5. Aucune action,P3
37982,Manyara,Hanang,Measkron,5.0,gravity,insufficient,0.1264,functional,204.0,25.8,5. Aucune action,P3
42560,Mwanza,Ukerewe,Karenge,1.0,nira/tanira,insufficient,0.0397,functional,650.0,25.8,5. Aucune action,P3
71153,Ruvuma,Namtumbo,Msindo,26.0,swn 80,dry,0.086,functional,300.0,25.8,1. Étude hydrogéologique,P3
920,Shinyanga,Maswa,Shishiyu,,nira/tanira,enough,0.0516,functional,500.0,25.8,5. Aucune action,P3
143,Arusha,Ngorongoro,Digodigo,10.0,gravity,insufficient,0.2344,functional needs repair,110.0,25.8,5. Aucune action,P3
31159,Shinyanga,Meatu,Mwandoya,,nira/tanira,insufficient,0.0517,functional,500.0,25.8,5. Aucune action,P3
4094,Kilimanjaro,Same,Suji,4.0,gravity,insufficient,0.0792,functional,324.0,25.7,5. Aucune action,P3
10858,Morogoro,Kilosa,Chanzuru,8.0,submersible,insufficient,0.2572,functional,100.0,25.7,5. Aucune action,P3
66772,Kagera,Bukoba Rural,Bujugo,,gravity,insufficient,0.1712,functional,150.0,25.7,5. Aucune action,P3
6476,Manyara,Hanang,Endasak,9.0,submersible,insufficient,0.1112,functional,231.0,25.7,5. Aucune action,P3
18976,Pwani,Bagamoyo,Magomeni,2.0,india mark ii,enough,0.1284,functional,200.0,25.7,5. Aucune action,P3
50223,Tabora,Igunga,Ziba,,submersible,unknown,0.1713,functional,150.0,25.7,5. Aucune action,P3
40777,Tabora,Igunga,Ziba,,submersible,enough,0.1713,functional,150.0,25.7,5. Aucune action,P3
36579,Mtwara,Tandahimba,Chaume,31.0,submersible,insufficient,0.0857,functional,300.0,25.7,5. Aucune action,P3
55138,Arusha,Meru,Ngarenanyuki,6.0,gravity,enough,0.0367,functional,700.0,25.7,5. Aucune action,P3
51429,Kagera,Bukoba Rural,Rubale,,gravity,enough,0.1713,functional,150.0,25.7,5. Aucune action,P3
68722,Mara,Musoma Rural,Butuguri,1.0,afridev,enough,0.0733,functional,350.0,25.7,5. Aucune action,P3
15657,Kigoma,Kasulu,Muhunga,25.0,gravity,enough,0.0802,functional,320.0,25.7,5. Aucune action,P3
68707,Ruvuma,Mbinga,Mbamba bay,5.0,gravity,dry,0.6429,non functional,40.0,25.7,1. Étude hydrogéologique,P3
10502,Mwanza,Magu,Nkungulu,,nira/tanira,enough,0.0641,functional needs repair,400.0,25.6,5. Aucune action,P3
70768,Shinyanga,Maswa,Shishiyu,,nira/tanira,enough,0.0511,functional,500.0,25.6,5. Aucune action,P3
14268,Tanga,Muheza,Kicheba,12.0,gravity,seasonal,0.2558,functional,100.0,25.6,5. Aucune action,P3
62103,Mwanza,Kwimba,Nyamilama,,nira/tanira,enough,0.0639,functional,400.0,25.6,5. Aucune action,P3
58035,Arusha,Arusha Rural,Nduruma,13.0,gravity,insufficient,0.2558,functional,100.0,25.6,5. Aucune action,P3
48056,Mbeya,Rungwe,Lupata,,gravity,enough,0.1707,functional,150.0,25.6,5. Aucune action,P3
32922,Morogoro,Mvomero,Melela,30.0,swn 80,enough,0.1705,functional,150.0,25.6,5. Aucune action,P3
15435,Kilimanjaro,Same,Chome,9.0,gravity,insufficient,0.2133,functional,120.0,25.6,5. Aucune action,P3
33415,Iringa,Njombe,Usuka,33.0,gravity,enough,0.3943,functional,65.0,25.6,4. Inspection de contrôle,P3
4124,Arusha,Meru,Leguruki,35.0,gravity,enough,0.1755,functional,146.0,25.6,5. Aucune action,P3
43397,Mbeya,Rungwe,Lupata,,gravity,enough,0.1707,functional,150.0,25.6,5. Aucune action,P3
27440,Tanga,Pangani,Kimang'a,2.0,submersible,insufficient,0.8504,non functional,30.0,25.5,3. Réparation,P3
55659,Arusha,Arusha Rural,Kimnyaki,13.0,gravity,enough,0.0283,functional,900.0,25.5,5. Aucune action,P3
42389,Tanga,Tanga,Mzizima,9.0,gravity,enough,0.0981,functional,260.0,25.5,5. Aucune action,P3
13161,Mbeya,Kyela,Kyela Urban,,gravity,dry,0.1701,functional,150.0,25.5,1. Étude hydrogéologique,P3
63813,Kigoma,Kibondo,Gwanumpu,10.0,nira/tanira,insufficient,0.2127,functional,120.0,25.5,5. Aucune action,P3
41706,Pwani,Kibaha,Mailimoja,1.0,mono,insufficient,0.0082,functional,3110.0,25.5,5. Aucune action,P3
20612,Ruvuma,Songea Rural,Wino,16.0,submersible,enough,0.0883,functional,288.0,25.4,5. Aucune action,P3
56664,Shinyanga,Bariadi,Kasoli,,india mark ii,enough,0.0509,functional,500.0,25.4,5. Aucune action,P3
34476,Shinyanga,Meatu,Mwandoya,,nira/tanira,insufficient,0.0508,functional,500.0,25.4,5. Aucune action,P3
42899,Mwanza,Kwimba,Ngulla,,afridev,enough,0.0636,functional,400.0,25.4,5. Aucune action,P3
60934,Manyara,Hanang,Measkron,5.0,gravity,enough,0.1092,functional,233.0,25.4,5. Aucune action,P3
60305,Kigoma,Kasulu,Nyakitonto,6.0,gravity,enough,0.0489,functional,520.0,25.4,5. Aucune action,P3
19300,Iringa,Njombe,Usuka,27.0,gravity,insufficient,0.0848,functional,300.0,25.4,5. Aucune action,P3
18615,Manyara,Babati,Magara,11.0,gravity,enough,0.1696,functional,150.0,25.4,5. Aucune action,P3
14638,Pwani,Bagamoyo,Zinga/Ikerege,26.0,ksb,enough,0.1015,functional,250.0,25.4,5. Aucune action,P3
7237,Shinyanga,Meatu,Mwabuma,,nira/tanira,enough,0.0508,functional,500.0,25.4,5. Aucune action,P3
4618,Shinyanga,Bariadi,Nkoma,1.0,nira/tanira,enough,0.0507,functional needs repair,500.0,25.4,5. Aucune action,P3
61346,Ruvuma,Songea Rural,Wino,16.0,submersible,dry,0.0883,functional,288.0,25.4,1. Étude hydrogéologique,P3
15240,Kilimanjaro,Same,Kirangare,18.0,gravity,insufficient,0.509,non functional,50.0,25.4,4. Inspection de contrôle,P3
39335,Arusha,Karatu,Barray,7.0,swn 80,enough,0.0318,functional,800.0,25.4,5. Aucune action,P3
15205,Ruvuma,Namtumbo,Namabengo,19.0,swn 80,insufficient,0.1267,functional,200.0,25.3,5. Aucune action,P3
57576,Morogoro,Morogoro Rural,Mngazi,16.0,swn 80,enough,0.1684,functional,150.0,25.3,5. Aucune action,P3
19752,Kagera,Ngara,Bugarama,,gravity,enough,0.1687,functional,150.0,25.3,5. Aucune action,P3
5026,Kagera,Ngara,Muganza,,india mark ii,enough,0.1689,functional,150.0,25.3,5. Aucune action,P3
21439,Kagera,Ngara,Bugarama,,gravity,enough,0.1687,functional,150.0,25.3,5. Aucune action,P3
11439,Manyara,Simanjiro,Msitu wa Tembo,36.0,gravity,insufficient,0.1682,functional,150.0,25.2,5. Aucune action,P3
30362,Kagera,Ngara,Muganza,,india mark ii,enough,0.1683,functional,150.0,25.2,5. Aucune action,P3
69460,Shinyanga,Maswa,Busilili,,nira/tanira,enough,0.0504,functional,500.0,25.2,5. Aucune action,P3
23001,Arusha,Arusha Rural,Olkokola,5.0,gravity,insufficient,0.1677,functional,150.0,25.2,5. Aucune action,P3
72109,Shinyanga,Shinyanga Rural,Tinde,,nira/tanira,dry,0.0505,functional,500.0,25.2,1. Étude hydrogéologique,P3
64844,Arusha,Arusha Rural,Olkokola,23.0,gravity,insufficient,0.1679,functional,150.0,25.2,5. Aucune action,P3
37621,Iringa,Ludewa,Mavanga,25.0,gravity,enough,0.1671,functional,150.0,25.1,5. Aucune action,P3
36167,Ruvuma,Mbinga,Mbuji,18.0,gravity,enough,0.3643,non functional,69.0,25.1,4. Inspection de contrôle,P3
10228,Ruvuma,Songea Rural,Wino,16.0,submersible,enough,0.0873,functional,288.0,25.1,5. Aucune action,P3
44895,Rukwa,Mpanda,Mamba,24.0,gravity,enough,0.0898,functional needs repair,280.0,25.1,5. Aucune action,P3
20186,Kigoma,Kasulu,Muzye,8.0,gravity,enough,0.0716,functional,350.0,25.1,5. Aucune action,P3
17110,Kigoma,Kasulu,Nyakitonto,7.0,gravity,insufficient,0.0335,functional,750.0,25.1,5. Aucune action,P3
51677,Ruvuma,Mbinga,Mbamba bay,4.0,gravity,dry,0.5021,non functional,50.0,25.1,1. Étude hydrogéologique,P3
3858,Singida,Iramba,Kinyagiri,7.0,afridev,enough,0.1005,functional,250.0,25.1,5. Aucune action,P3
70775,Ruvuma,Songea Rural,Wino,16.0,submersible,enough,0.0873,functional,288.0,25.1,5. Aucune action,P3
25669,Ruvuma,Songea Urban,Ruvuma,3.0,india mark ii,enough,0.0448,functional,560.0,25.1,5. Aucune action,P3
42987,Mbeya,Mbozi,Ruanda,,gravity,insufficient,0.3124,functional,80.0,25.0,5. Aucune action,P3
45070,Iringa,Mufindi,Luhunga,11.0,swn 80,enough,0.4636,non functional,54.0,25.0,4. Inspection de contrôle,P3
29358,Mwanza,Missungwi,Kijima,,nira/tanira,insufficient,0.0624,functional,400.0,25.0,5. Aucune action,P3
25771,Mtwara,Mtwara Rural,Nitekela,3.0,submersible,enough,0.125,functional,200.0,25.0,5. Aucune action,P3
18725,Arusha,Arusha Rural,Moshono,13.0,gravity,insufficient,0.1002,functional,250.0,25.0,5. Aucune action,P3
21111,Rukwa,Sumbawanga Urban,Pito,1.0,gravity,enough,0.0555,functional,450.0,25.0,5. Aucune action,P3
3364,Kagera,Bukoba Rural,Ibwera,,gravity,enough,0.1665,functional,150.0,25.0,5. Aucune action,P3
8431,Mwanza,Kwimba,Mantare,,nira/tanira,enough,0.0626,functional,400.0,25.0,5. Aucune action,P3
69419,Mbeya,Mbozi,Ruanda,,gravity,insufficient,0.3124,functional,80.0,25.0,5. Aucune action,P3
38840,Mbeya,Mbozi,Ruanda,,gravity,insufficient,0.3124,functional,80.0,25.0,5. Aucune action,P3
41032,Iringa,Njombe,Idamba,4.0,gravity,dry,0.5003,non functional,50.0,25.0,1. Étude hydrogéologique,P3
31674,Morogoro,Ulanga,Sali,31.0,gravity,enough,0.4151,functional,60.0,24.9,4. Inspection de contrôle,P3
59813,Arusha,Arusha Rural,Olkokola,23.0,gravity,enough,0.1658,functional,150.0,24.9,5. Aucune action,P3
8822,Kilimanjaro,Same,Njoro,6.0,submersible,insufficient,0.1385,functional,180.0,24.9,5. Aucune action,P3
40844,Dodoma,Chamwino,Mvumi Makulu,,nira/tanira,insufficient,0.1662,functional,150.0,24.9,5. Aucune action,P3
63331,Dodoma,Chamwino,Mvumi Makulu,,nira/tanira,insufficient,0.1662,functional,150.0,24.9,5. Aucune action,P3
70060,Shinyanga,Meatu,Lingeka,,nira/tanira,insufficient,0.0497,functional,500.0,24.8,5. Aucune action,P3
21188,Shinyanga,Meatu,Lingeka,,nira/tanira,enough,0.0497,functional,500.0,24.8,5. Aucune action,P3
46111,Shinyanga,Meatu,Lingeka,,nira/tanira,enough,0.0497,functional,500.0,24.8,5. Aucune action,P3
10174,Tanga,Pangani,Pangani Mashariki,,other,insufficient,0.993,non functional,25.0,24.8,2. Remplacement,P3
29624,Mwanza,Ukerewe,Bukanda,19.0,nira/tanira,insufficient,0.0621,functional,400.0,24.8,5. Aucune action,P3
71656,Iringa,Njombe,Wanging'ombe,33.0,gravity,enough,0.3299,functional,75.0,24.7,5. Aucune action,P3
57764,Manyara,Mbulu,Maretadu,4.0,mono,enough,0.1806,functional,137.0,24.7,5. Aucune action,P3
24915,Morogoro,Ulanga,Ilonga,16.0,swn 80,insufficient,0.0686,functional,360.0,24.7,5. Aucune action,P3
60234,Manyara,Babati,Duru,20.0,nira/tanira,enough,0.0687,functional,360.0,24.7,5. Aucune action,P3
56504,Tanga,Muheza,Mkuzi,7.0,nira/tanira,insufficient,0.1237,functional,200.0,24.7,5. Aucune action,P3
54804,Kagera,Ngara,Keza,,gravity,enough,0.1644,functional,150.0,24.7,5. Aucune action,P3
7516,Shinyanga,Bariadi,Nkololo,,walimi,enough,0.0494,functional,500.0,24.7,5. Aucune action,P3
17338,Kagera,Biharamulo,Kalenge,,other - swn 81,insufficient,0.1644,functional,150.0,24.7,5. Aucune action,P3
68793,Iringa,Mufindi,Mninga,,swn 80,enough,0.4551,functional,54.0,24.6,4. Inspection de contrôle,P3
60894,Mwanza,Kwimba,Ngulla,,afridev,enough,0.0615,functional,400.0,24.6,5. Aucune action,P3
22920,Ruvuma,Mbinga,Ngima,18.0,gravity,dry,0.8205,non functional,30.0,24.6,1. Étude hydrogéologique,P3
72822,Kilimanjaro,Same,Same Urban,42.0,submersible,insufficient,0.0615,functional,400.0,24.6,5. Aucune action,P3
38238,Iringa,Njombe,Idamba,4.0,gravity,dry,0.5471,non functional,45.0,24.6,1. Étude hydrogéologique,P3
50783,Kilimanjaro,Same,Kirangare,10.0,gravity,insufficient,0.2592,functional,95.0,24.6,5. Aucune action,P3
2311,Iringa,Njombe,Lupembe,36.0,gravity,enough,0.5476,non functional,45.0,24.6,4. Inspection de contrôle,P3
73993,Shinyanga,Meatu,Mwandoya,,nira/tanira,insufficient,0.0492,functional,500.0,24.6,5. Aucune action,P3
31529,Iringa,Njombe,Usuka,27.0,gravity,insufficient,0.098,functional,250.0,24.5,5. Aucune action,P3
44321,Morogoro,Ulanga,Minepa,3.0,nira/tanira,enough,0.0356,functional,687.0,24.5,5. Aucune action,P3
12754,Dodoma,Kondoa,Pahi,,gravity,insufficient,0.1633,functional needs repair,150.0,24.5,5. Aucune action,P3
2361,Dodoma,Mpwapwa,Luhundwa,,gravity,enough,0.1634,functional,150.0,24.5,5. Aucune action,P3
8543,Dar es Salaam,Ilala,Pugu,3.0,submersible,enough,0.2451,functional,100.0,24.5,5. Aucune action,P3
49461,Kagera,Bukoba Rural,Nyakibimbili,,gravity,insufficient,0.1624,functional,150.0,24.4,5. Aucune action,P3
24986,Kagera,Bukoba Rural,Nyakibimbili,,gravity,dry,0.1624,functional,150.0,24.4,1. Étude hydrogéologique,P3
10007,Iringa,Njombe,Yakobi,24.0,gravity,enough,0.1628,functional,150.0,24.4,5. Aucune action,P3
43383,Mwanza,Kwimba,Nyamilama,,nira/tanira,insufficient,0.0609,functional,400.0,24.4,5. Aucune action,P3
65787,Kagera,Bukoba Rural,Nyakato,,gravity,insufficient,0.1626,functional needs repair,150.0,24.4,5. Aucune action,P3
62488,Pwani,Bagamoyo,Kiromo,2.0,ksb,enough,0.4878,functional,50.0,24.4,4. Inspection de contrôle,P3
7357,Morogoro,Kilosa,Ruhembe,0.0,submersible,enough,0.2709,functional,90.0,24.4,5. Aucune action,P3
46055,Kigoma,Kigoma Rural,Mngonya,4.0,gravity,enough,0.0812,functional needs repair,300.0,24.4,5. Aucune action,P3
18208,Tanga,Handeni,Sindeni,3.0,submersible,enough,0.3044,functional,80.0,24.4,5. Aucune action,P3
42574,Kigoma,Kasulu,Kitagata,4.0,gravity,insufficient,0.0257,functional,950.0,24.4,5. Aucune action,P3
25957,Mbeya,Kyela,Katumbasongwe,,nira/tanira,dry,0.1629,functional,150.0,24.4,1. Étude hydrogéologique,P3
2134,Manyara,Babati,Dareda,5.0,gravity,enough,0.1161,functional,210.0,24.4,5. Aucune action,P3
62809,Ruvuma,Songea Rural,Wino,16.0,submersible,dry,0.0847,functional,288.0,24.4,1. Étude hydrogéologique,P3
68290,Arusha,Meru,Leguruki,35.0,gravity,insufficient,0.1824,functional,134.0,24.4,5. Aucune action,P3
33324,Mbeya,Rungwe,Lupata,,gravity,enough,0.162,functional,150.0,24.3,5. Aucune action,P3
5682,Arusha,Arusha Rural,Moivo,14.0,gravity,enough,0.162,functional,150.0,24.3,5. Aucune action,P3
11150,Shinyanga,Shinyanga Rural,Tinde,,nira/tanira,seasonal,0.0486,functional,500.0,24.3,5. Aucune action,P3
68068,Mwanza,Kwimba,Ng'hundi,,nira/tanira,enough,0.0608,functional,400.0,24.3,5. Aucune action,P3
25988,Kigoma,Kasulu,Muhinda,8.0,other,enough,0.0676,functional,360.0,24.3,5. Aucune action,P3
62750,Mtwara,Mtwara Urban,Jangwani,1.0,india mark ii,enough,0.0481,functional,505.0,24.3,5. Aucune action,P3
18497,Shinyanga,Meatu,Lingeka,,nira/tanira,enough,0.0486,functional,500.0,24.3,5. Aucune action,P3
62990,Manyara,Babati,Bashinet,15.0,gravity,enough,0.1566,functional,155.0,24.3,5. Aucune action,P3
7827,Shinyanga,Shinyanga Rural,Tinde,,nira/tanira,seasonal,0.0486,functional,500.0,24.3,5. Aucune action,P3
38993,Mbeya,Rungwe,Lupata,,gravity,enough,0.162,functional,150.0,24.3,5. Aucune action,P3
35351,Manyara,Mbulu,Maretadu,4.0,swn 80,enough,0.0852,functional,285.0,24.3,5. Aucune action,P3
23350,Arusha,Meru,Songoro,8.0,gravity,enough,0.0755,functional,320.0,24.2,5. Aucune action,P3
24979,Shinyanga,Meatu,Lingeka,,nira/tanira,enough,0.0485,functional,500.0,24.2,5. Aucune action,P3
40770,Iringa,Njombe,Wanging'ombe,2.0,gravity,seasonal,0.4476,functional,54.0,24.2,4. Inspection de contrôle,P3
